episode,reward
1250,-23684.600156039
1251,-24527.390156149864
1252,-24959.730156242847
1253,-23203.16015598178
1254,-24919.46015623212
1255,-24919.46015623212
1256,-23454.420156031847
1257,-24919.46015623212
1258,-23080.46015587449
1259,-24226.220156103373
1260,-24919.46015623212
1261,-24296.220156103373
1262,-24919.46015623212
1263,-24889.280156224966
1264,-24236.400156110525
1265,-24346.76015612483
1266,-24949.64015623927
1267,-24959.730156242847
1268,-24869.19015622139
1269,-24145.77015608549
1270,-24839.010156214237
1271,-23352.350155949593
1272,-24919.46015623212
1273,-23171.990155935287
1274,-24949.64015623927
1275,-22672.080155938864
1276,-24146.31015610695
1277,-24949.64015623927
1278,-24949.64015623927
1279,-24919.46015623212
1280,-24557.660156160593
1281,-24919.46015623212
1282,-24889.280156224966
1283,-24959.730156242847
1284,-24889.280156224966
1285,-20308.85015541315
1286,-24859.100156217813
1287,-24778.650156199932
1288,-24889.280156224966
1289,-24828.92015621066
1290,-24718.380156189203
1291,-24949.64015623927
1292,-24889.280156224966
1293,-24135.680156081915
1294,-24949.64015623927
1295,-22508.75015580654
1296,-24306.580156117678
1297,-23503.16015598178
1298,-24808.830156207085
1299,-24748.650156199932
1300,-23804.240156024694
1301,-24818.92015621066
1302,-24798.74015620351
1303,-24919.46015623212
1304,-24839.010156214237
1305,-24678.290156185627
1306,-24859.19015622139
1307,-24899.370156228542
1308,-18577.500155359507
1309,-24919.46015623212
1310,-24959.730156242847
1311,-23512.800155967474
1312,-23924.600156039
1313,-24205.860156089067
1314,-24467.120156139135
1315,-24919.46015623212
1316,-24919.46015623212
1317,-24145.860156089067
1318,-24949.64015623927
1319,-24919.46015623212
1320,-24065.140156060457
1321,-21304.429999381304
1322,-24678.20015618205
1323,-24007.03015613556
1324,-24286.400156110525
1325,-24919.46015623212
1326,-24889.280156224966
1327,-24899.370156228542
1328,-20791.370155513287
1329,-24547.570156157017
1330,-22368.480155795813
1331,-23954.780156046152
1332,-24859.100156217813
1333,-24919.46015623212
1334,-24889.280156224966
1335,-24919.46015623212
1336,-23743.61015599966
1337,-20119.210155427456
1338,-23834.420156031847
1339,-23884.600156039
1340,-24919.46015623212
1341,-24637.930156171322
1342,-24889.280156224966
1343,-24849.100156217813
1344,-24929.550156235695
1345,-24919.46015623212
1346,-24497.300156146288
1347,-24738.47015619278
1348,-24668.20015618205
1349,-24688.20015618205
1350,-24557.660156160593
1351,-24919.46015623212
1352,-22819.74015584588
1353,-24949.64015623927
1354,-22911.1801559031
1355,-23171.090155899525
1356,-24397.840156167746
1357,-24396.939999878407
1358,-24889.280156224966
1359,-24899.370156228542
1360,-24919.46015623212
1361,-24738.380156189203
1362,-23955.05015605688
1363,-23935.410156071186
1364,-23975.500156074762
1365,-24597.840156167746
1366,-24316.31015610695
1367,-24869.19015622139
1368,-23994.960156053305
1369,-24959.730156242847
1370,-24879.280156224966
1371,-24236.31015610695
1372,-24537.570156157017
1373,-24647.930156171322
1374,-24497.48015615344
1375,-24859.100156217813
1376,-24939.64015623927
1377,-24627.840156167746
1378,-24226.04015609622
1379,-24949.64015623927
1380,-24889.280156224966
1381,-19797.500155359507
1382,-21796.59015572071
1383,-24808.830156207085
1384,-21293.800155609846
1385,-24708.20015618205
1386,-22970.73015588522
1387,-23522.17015594244
1388,-24818.92015621066
1389,-21001.910155534744
1390,-24949.64015623927
1391,-24828.92015621066
1392,-19567.86015537381
1393,-23242.260155946016
1394,-24176.220156103373
1395,-24919.46015623212
1396,-24889.280156224966
1397,-24828.92015621066
1398,-24076.130156099796
1399,-24949.64015623927
1400,-22420.100155860186
1401,-23402.530155956745
1402,-24025.230156064034
1403,-22508.38999953866
1404,-24668.20015618205
1405,-19317.770155370235
1406,-24919.46015623212
1407,-24537.75015616417
1408,-19736.060155302286
1409,-24889.280156224966
1410,-24869.19015622139
1411,-24919.46015623212
1412,-24035.67999982834
1413,-24828.92015621066
1414,-24768.560156196356
1415,-23734.33015602827
1416,-24447.120156139135
1417,-23803.61015599966
1418,-24186.31015610695
1419,-24919.46015623212
1420,-24828.92015621066
1421,-24919.46015623212
1422,-24708.380156189203
1423,-24959.730156242847
1424,-23112.350155949593
1425,-24808.92015621066
1426,-24778.650156199932
1427,-24537.840156167746
1428,-24768.650156199932
1429,-24869.19015622139
1430,-24919.46015623212
1431,-24919.46015623212
1432,-24436.940156131983
1433,-23241.630155920982
1434,-24919.46015623212
1435,-24145.500156074762
1436,-24336.400156110525
1437,-24919.46015623212
1438,-24828.92015621066
1439,-22779.920155853033
1440,-24949.64015623927
1441,-24859.100156217813
1442,-24919.46015623212
1443,-24356.580156117678
1444,-24919.46015623212
1445,-24828.92015621066
1446,-24899.370156228542
1447,-24487.300156146288
1448,-24899.370156228542
1449,-24919.46015623212
1450,-24196.130156099796
1451,-24828.92015621066
1452,-23693.430155992508
1453,-24246.130156099796
1454,-24919.46015623212
1455,-24919.46015623212
1456,-24919.46015623212
1457,-24356.76015612483
1458,-24949.64015623927
1459,-24798.92015621066
1460,-20099.480155438185
1461,-24798.74015620351
1462,-24819.010156214237
1463,-24919.46015623212
1464,-24919.46015623212
1465,-24919.46015623212
1466,-24035.410156071186
1467,-24949.64015623927
1468,-24306.4901561141
1469,-20078.760155409575
1470,-24889.280156224966
1471,-24919.46015623212
1472,-24869.19015622139
1473,-24919.46015623212
1474,-24125.680156081915
1475,-22830.46015587449
1476,-24949.64015623927
1477,-23864.510156035423
1478,-24768.650156199932
1479,-24015.140156060457
1480,-24688.110156178474
1481,-24235.77015608549
1482,-24196.130156099796
1483,-24798.830156207085
1484,-24467.570156157017
1485,-24949.64015623927
1486,-24949.64015623927
1487,-24839.010156214237
1488,-24959.730156242847
1489,-23543.250155985355
1490,-24919.46015623212
1491,-23664.239999771118
1492,-19736.69015532732
1493,-24839.010156214237
1494,-23744.150156021118
1495,-24869.19015622139
1496,-24949.64015623927
1497,-24205.950156092644
1498,-24808.830156207085
1499,-24839.010156214237
1500,-24889.280156224966
1501,-24839.010156214237
1502,-24929.550156235695
1503,-24959.730156242847
1504,-24819.010156214237
1505,-24768.650156199932
1506,-24166.400156110525
1507,-23835.500156074762
1508,-24658.110156178474
1509,-24808.830156207085
1510,-24919.46015623212
1511,-24919.46015623212
1512,-23071.630155920982
1513,-23011.45015591383
1514,-24668.110156178474
1515,-22358.480155795813
1516,-24537.390156149864
1517,-24919.46015623212
1518,-22688.930155813694
1519,-24839.100156217813
1520,-24839.010156214237
1521,-24919.46015623212
1522,-24859.100156217813
1523,-24879.280156224966
1524,-24648.20015618205
1525,-24788.74015620351
1526,-24919.46015623212
1527,-24889.280156224966
1528,-24115.500156074762
1529,-24899.370156228542
1530,-24527.390156149864
1531,-24919.46015623212
1532,-23433.34015598893
1533,-24286.580156117678
1534,-23623.250155985355
1535,-24889.280156224966
1536,-23924.690156042576
1537,-23282.349999696016
1538,-24869.19015622139
1539,-24236.130156099796
1540,-24949.64015623927
1541,-24477.21015614271
1542,-24829.010156214237
1543,-22860.640155881643
1544,-24879.280156224966
1545,-24788.74015620351
1546,-24869.19015622139
1547,-24889.280156224966
1548,-24919.46015623212
1549,-24698.20015618205
1550,-24235.860156089067
1551,-24949.64015623927
1552,-24919.46015623212
1553,-24949.64015623927
1554,-23954.960156053305
1555,-24919.46015623212
1556,-22359.47015583515
1557,-24889.280156224966
1558,-24949.64015623927
1559,-23211.45015591383
1560,-24477.21015614271
1561,-24859.100156217813
1562,-24808.830156207085
1563,-23383.520155996084
1564,-24296.130156099796
1565,-24919.46015623212
1566,-24949.64015623927
1567,-24859.100156217813
1568,-24919.46015623212
1569,-16382.020154744387
1570,-24949.64015623927
1571,-24859.100156217813
1572,-24949.64015623927
1573,-24869.19015622139
1574,-24919.46015623212
1575,-24919.46015623212
1576,-24547.570156157017
1577,-23774.780156046152
1578,-21957.13015574217
1579,-24066.670156121254
1580,-24889.280156224966
1581,-24949.64015623927
1582,-24919.46015623212
1583,-24477.21015614271
1584,-24879.280156224966
1585,-21836.950155735016
1586,-24949.64015623927
1587,-24949.64015623927
1588,-24919.46015623212
1589,-24919.46015623212
1590,-22680.370155870914
1591,-24859.100156217813
1592,-21364.970155656338
1593,-24919.46015623212
1594,-24919.46015623212
1595,-24859.100156217813
1596,-24919.46015623212
1597,-24447.300156146288
1598,-24839.010156214237
1599,-13992.390154361725
1600,-24899.370156228542
1601,-24447.03015613556
1602,-24859.19015622139
1603,-24889.280156224966
1604,-23283.34015598893
1605,-24014.960156053305
1606,-23763.970156013966
1607,-24899.370156228542
1608,-24185.950156092644
1609,-24919.46015623212
1610,-23965.049999803305
1611,-24919.46015623212
1612,-24728.380156189203
1613,-24919.46015623212
1614,-24899.370156228542
1615,-24125.77015608549
1616,-24859.100156217813
1617,-24919.46015623212
1618,-24919.46015623212
1619,-23804.240156024694
1620,-22660.370155870914
1621,-24798.830156207085
1622,-22227.400155752897
1623,-21485.060155659914
1624,-24638.110156178474
1625,-24225.950156092644
1626,-24899.370156228542
1627,-23984.960156053305
1628,-24839.010156214237
1629,-24376.670156121254
1630,-24426.940156131983
1631,-24828.92015621066
1632,-20120.200155466795
1633,-24869.19015622139
1634,-24818.92015621066
1635,-24949.64015623927
1636,-24949.64015623927
1637,-22950.370155870914
1638,-24025.680156081915
1639,-23774.510156035423
1640,-24286.220156103373
1641,-24949.64015623927
1642,-24919.46015623212
1643,-23302.350155949593
1644,-24738.47015619278
1645,-24919.46015623212
1646,-24949.64015623927
1647,-24889.280156224966
1648,-24949.64015623927
1649,-24045.500156074762
1650,-22407.85015577078
1651,-22359.47015583515
1652,-23372.800155967474
1653,-24919.46015623212
1654,-24818.92015621066
1655,-23945.05015605688
1656,-24919.46015623212
1657,-24025.05015605688
1658,-24919.46015623212
1659,-24889.280156224966
1660,-24869.19015622139
1661,-24658.290156185627
1662,-24849.100156217813
1663,-21164.16015562415
1664,-23644.420156031847
1665,-24336.850156128407
1666,-22690.73015588522
1667,-23974.690156042576
1668,-24607.75015616417
1669,-24909.46015623212
1670,-22991.540155917406
1671,-24929.550156235695
1672,-24869.280156224966
1673,-23523.430155992508
1674,-24919.46015623212
1675,-24266.580156117678
1676,-24607.930156171322
1677,-22157.400155752897
1678,-24638.110156178474
1679,-24919.46015623212
1680,-24919.46015623212
1681,-24919.46015623212
1682,-21597.490155756474
1683,-23484.240156024694
1684,-24919.46015623212
1685,-24095.77015608549
1686,-24457.03015613556
