episode,reward
433,-24879.280156224966
434,-24919.46015623212
435,-24919.46015623212
436,-24919.46015623212
437,-24959.730156242847
438,-24728.650156199932
439,-24949.64015623927
440,-24356.940156131983
441,-24869.19015622139
442,-24055.77015608549
443,-24949.64015623927
444,-24919.46015623212
445,-23091.45015591383
446,-24919.46015623212
447,-24839.100156217813
448,-24919.46015623212
449,-24537.48015615344
450,-24919.46015623212
451,-24949.64015623927
452,-24959.730156242847
453,-24949.64015623927
454,-24949.64015623927
455,-24366.940156131983
456,-24216.670156121254
457,-24206.670156121254
458,-24949.64015623927
459,-24949.64015623927
460,-24829.010156214237
461,-24959.730156242847
462,-24929.550156235695
463,-24949.64015623927
464,-24839.010156214237
465,-24949.64015623927
466,-24949.64015623927
467,-24919.46015623212
468,-24758.650156199932
469,-24859.100156217813
470,-24949.64015623927
471,-24949.64015623927
472,-24949.64015623927
473,-24949.64015623927
474,-24949.64015623927
475,-24949.64015623927
476,-24919.46015623212
477,-24899.370156228542
478,-24919.46015623212
479,-24668.20015618205
480,-24889.280156224966
481,-24949.64015623927
482,-24839.100156217813
483,-24417.390156149864
484,-24949.64015623927
485,-24949.64015623927
486,-24949.64015623927
487,-24287.03015613556
488,-24919.46015623212
489,-24949.64015623927
490,-24959.730156242847
491,-24949.64015623927
492,-24949.64015623927
493,-24377.840156167746
494,-24919.46015623212
495,-24949.64015623927
496,-24919.46015623212
497,-24949.64015623927
498,-22550.640155881643
499,-24387.03015613556
500,-24919.46015623212
501,-24959.730156242847
502,-24949.64015623927
503,-24949.64015623927
504,-24829.010156214237
505,-24356.670156121254
506,-24949.64015623927
507,-24949.64015623927
508,-24919.46015623212
509,-24949.64015623927
510,-24246.850156128407
511,-21267.940155774355
512,-24949.64015623927
513,-24256.580156117678
514,-24949.64015623927
515,-24949.64015623927
516,-24678.560156196356
517,-24608.020156174898
518,-24919.46015623212
519,-24949.64015623927
520,-24919.46015623212
521,-24819.010156214237
522,-24788.92015621066
523,-24859.19015622139
524,-24949.64015623927
525,-24949.64015623927
526,-24919.46015623212
527,-24587.75015616417
528,-24879.280156224966
529,-24798.74015620351
530,-24778.650156199932
531,-24367.570156157017
532,-24788.74015620351
533,-24808.92015621066
534,-24628.290156185627
535,-24949.64015623927
536,-24949.64015623927
537,-24949.64015623927
538,-24919.46015623212
539,-24949.64015623927
540,-24949.64015623927
541,-24287.300156146288
542,-24919.46015623212
543,-23804.780156046152
544,-24949.64015623927
545,-24959.730156242847
546,-24889.370156228542
547,-24066.670156121254
548,-24949.64015623927
549,-24889.280156224966
550,-24949.64015623927
551,-24899.370156228542
552,-24748.650156199932
553,-24919.46015623212
554,-24959.730156242847
555,-24949.64015623927
556,-24949.64015623927
557,-24949.64015623927
558,-24949.64015623927
559,-22639.74015584588
560,-24859.100156217813
561,-24949.64015623927
562,-24869.19015622139
563,-24326.670156121254
564,-24949.64015623927
565,-24949.64015623927
566,-24949.64015623927
567,-24919.46015623212
568,-24738.560156196356
569,-23654.690156042576
570,-24949.64015623927
571,-24959.730156242847
572,-24919.46015623212
573,-24497.660156160593
574,-24949.64015623927
575,-24949.64015623927
576,-24949.64015623927
577,-24919.46015623212
578,-24919.46015623212
579,-24648.020156174898
580,-24859.100156217813
581,-24949.64015623927
582,-24949.64015623927
583,-24919.46015623212
584,-24798.830156207085
585,-22921.990155935287
586,-24889.280156224966
587,-24919.46015623212
588,-24949.64015623927
589,-24899.370156228542
590,-24186.31015610695
591,-24889.280156224966
592,-24316.76015612483
593,-24949.64015623927
594,-24949.64015623927
595,-24919.46015623212
596,-24949.64015623927
597,-24919.46015623212
598,-22410.190155863762
599,-24949.64015623927
600,-22541.360155910254
601,-24959.730156242847
602,-24949.64015623927
603,-24859.100156217813
604,-24185.950156092644
605,-23143.700156003237
606,-24919.46015623212
607,-24467.120156139135
608,-24828.92015621066
609,-24899.370156228542
610,-24808.830156207085
611,-24959.730156242847
612,-24116.220156103373
613,-24919.46015623212
614,-24528.47015619278
615,-24949.64015623927
616,-24919.46015623212
617,-24396.580156117678
618,-24959.730156242847
619,-24889.280156224966
620,-24919.46015623212
621,-21336.770155727863
622,-24798.74015620351
623,-24005.32015606761
624,-22983.61015599966
625,-24949.64015623927
626,-23845.32015606761
627,-24348.110156178474
628,-24859.100156217813
629,-24949.64015623927
630,-24608.020156174898
631,-24638.020156174898
632,-24949.64015623927
633,-24889.280156224966
634,-24427.120156139135
635,-24959.730156242847
636,-24889.280156224966
637,-24949.64015623927
638,-24919.46015623212
639,-24406.850156128407
640,-24889.280156224966
641,-24919.46015623212
642,-24889.280156224966
643,-24919.46015623212
644,-23784.510156035423
645,-24116.04015609622
646,-19237.1401553452
647,-22700.01015585661
648,-23975.59015607834
649,-24718.380156189203
650,-23242.89015597105
651,-24949.64015623927
652,-24919.46015623212
653,-24949.64015623927
654,-24889.280156224966
655,-24859.19015622139
656,-24306.670156121254
657,-24859.100156217813
658,-22711.090155899525
659,-24949.64015623927
660,-24869.19015622139
661,-24297.03015613556
662,-24788.74015620351
663,-23051.72015592456
664,-24869.19015622139
665,-24839.010156214237
666,-24166.400156110525
667,-24949.64015623927
668,-24919.46015623212
669,-24859.19015622139
670,-24297.300156146288
671,-23804.510156035423
672,-24949.64015623927
673,-21890.370155870914
674,-24869.19015622139
675,-24919.46015623212
676,-24256.31015610695
677,-24648.020156174898
678,-24698.380156189203
679,-24216.39999985695
680,-24859.100156217813
681,-24688.20015618205
682,-24276.400156110525
683,-24919.46015623212
684,-24839.010156214237
685,-24216.580156117678
686,-24949.64015623927
687,-23614.240156024694
688,-24919.46015623212
689,-24085.680156081915
690,-24949.64015623927
691,-24889.280156224966
692,-24949.64015623927
693,-24859.100156217813
694,-24889.280156224966
695,-24889.280156224966
696,-24106.31015610695
697,-24377.03015613556
698,-24889.280156224966
699,-24186.130156099796
700,-23543.34015598893
701,-23033.970156013966
702,-24889.280156224966
703,-24055.32015606761
704,-24317.03015613556
705,-24949.64015623927
706,-24949.64015623927
707,-24889.280156224966
708,-24567.75015616417
709,-23955.05015605688
710,-20101.460155516863
711,-23704.420156031847
712,-24889.280156224966
713,-24477.48015615344
714,-24738.47015619278
715,-24949.64015623927
716,-24949.64015623927
717,-24768.560156196356
718,-24819.010156214237
719,-22830.910155892372
720,-24959.730156242847
721,-24899.370156228542
722,-24849.100156217813
723,-23994.690156042576
724,-24839.010156214237
725,-24959.730156242847
726,-23643.790156006813
727,-24899.370156228542
728,-24567.660156160593
729,-21905.510155677795
730,-22522.17015594244
731,-24919.46015623212
732,-24818.92015621066
733,-24919.46015623212
734,-24889.280156224966
735,-24426.940156131983
736,-24748.47015619278
737,-24256.940156131983
738,-24829.010156214237
739,-23522.89015597105
740,-24919.46015623212
741,-24949.64015623927
742,-24286.400156110525
743,-24638.020156174898
744,-24919.46015623212
745,-24919.46015623212
746,-24869.280156224966
747,-24919.46015623212
748,-24005.410156071186
749,-24919.46015623212
750,-23413.700156003237
751,-23724.960156053305
752,-24919.46015623212
753,-24919.46015623212
754,-23764.420156031847
755,-21357.490155756474
756,-24949.64015623927
757,-24919.46015623212
758,-24919.46015623212
759,-24115.410156071186
760,-20293.26015558839
761,-24889.280156224966
762,-24959.730156242847
763,-22289.650155842304
764,-24949.64015623927
765,-24216.76015612483
766,-24919.46015623212
767,-24688.20015618205
768,-23875.77015608549
769,-24919.46015623212
770,-24356.850156128407
771,-24949.64015623927
772,-24919.46015623212
773,-23492.980155974627
774,-24748.650156199932
775,-24869.19015622139
776,-22751.270155906677
777,-24919.46015623212
778,-24949.64015623927
779,-24919.46015623212
780,-24839.010156214237
781,-22812.710155963898
782,-24296.940156131983
783,-24267.21015614271
784,-24919.46015623212
785,-24919.46015623212
786,-23393.070155978203
787,-24879.280156224966
788,-23976.130156099796
789,-24889.280156224966
790,-24387.03015613556
791,-24859.100156217813
792,-24427.03015613556
793,-24839.010156214237
794,-24426.850156128407
795,-24236.400156110525
796,-23121.990155935287
797,-22140.01015585661
798,-24889.280156224966
799,-24919.46015623212
800,-24959.730156242847
801,-24879.280156224966
802,-23964.960156053305
803,-24949.64015623927
804,-24828.92015621066
805,-23373.16015598178
806,-24537.48015615344
807,-24889.280156224966
808,-24949.64015623927
809,-24216.31015610695
810,-24899.370156228542
811,-24959.730156242847
812,-24949.64015623927
813,-24919.46015623212
814,-24326.4901561141
815,-24859.100156217813
816,-21775.780155688524
817,-23975.410156071186
818,-24899.370156228542
819,-23673.970156013966
820,-24889.280156224966
821,-24919.46015623212
822,-24356.940156131983
823,-24919.46015623212
824,-24266.04015609622
825,-24919.46015623212
826,-24889.280156224966
827,-23966.220156103373
828,-24889.280156224966
829,-24869.19015622139
830,-24567.660156160593
831,-24095.410156071186
832,-24929.550156235695
833,-21035.780155688524
834,-24899.370156228542
835,-16579.9401550591
836,-24788.74015620351
837,-24316.670156121254
838,-19848.760155409575
839,-23463.430155992508
840,-21445.240155667067
841,-24296.400156110525
842,-24086.31015610695
843,-24919.46015623212
844,-23905.410156071186
845,-24889.280156224966
846,-24356.76015612483
847,-24919.46015623212
848,-24949.64015623927
849,-24949.64015623927
850,-22511.090155899525
851,-24959.730156242847
852,-24828.92015621066
853,-23583.34015598893
854,-23382.980155974627
855,-24387.21015614271
856,-24889.280156224966
857,-24949.64015623927
858,-24919.46015623212
859,-24919.46015623212
860,-24036.04015609622
861,-24919.46015623212
862,-24949.64015623927
863,-22971.630155920982
864,-24919.46015623212
865,-24899.370156228542
866,-24919.46015623212
867,-21996.86015573144
868,-24949.64015623927
869,-24798.92015621066
870,-24658.110156178474
871,-24828.92015621066
872,-24056.04015609622
873,-22108.30015578866
874,-24889.280156224966
875,-24889.280156224966
876,-24919.46015623212
877,-24889.280156224966
878,-23193.520155996084
879,-24839.010156214237
880,-23162.350155949593
881,-24889.280156224966
882,-24758.650156199932
883,-24798.74015620351
884,-24839.100156217813
885,-24135.950156092644
886,-24949.64015623927
887,-24768.650156199932
888,-24949.64015623927
889,-24889.280156224966
890,-24808.830156207085
891,-24397.03015613556
892,-24929.550156235695
893,-24949.64015623927
894,-24949.64015623927
895,-24829.010156214237
896,-24949.64015623927
897,-22981.45015591383
898,-24919.46015623212
899,-24849.100156217813
900,-24236.400156110525
901,-23292.44015595317
902,-19660.920155495405
903,-24919.46015623212
904,-24919.46015623212
905,-23704.600156039
906,-24227.120156139135
907,-23794.510156035423
908,-24507.390156149864
909,-24889.280156224966
910,-23645.32015606761
911,-24919.46015623212
912,-24186.4901561141
913,-24889.280156224966
914,-23311.98999968171
915,-24397.03015613556
916,-24949.64015623927
917,-21457.220155745745
918,-24919.46015623212
919,-24477.570156157017
920,-24919.46015623212
921,-24959.730156242847
922,-24919.46015623212
923,-24959.730156242847
924,-24949.64015623927
925,-24949.64015623927
926,-24919.46015623212
927,-24135.59015607834
928,-24095.950156092644
929,-21898.03015577793
930,-20764.43015563488
931,-24949.64015623927
932,-24869.19015622139
933,-24869.19015622139
934,-24969.820156246424
935,-24316.76015612483
936,-24919.46015623212
937,-24206.130156099796
938,-24919.46015623212
939,-24808.830156207085
940,-24919.46015623212
941,-24899.370156228542
942,-24768.650156199932
943,-24919.46015623212
944,-24889.280156224966
945,-24176.940156131983
946,-24919.46015623212
947,-20657.670155763626
948,-24889.280156224966
949,-24949.64015623927
950,-24919.46015623212
951,-22079.02015581727
952,-24829.010156214237
953,-24889.280156224966
954,-24919.46015623212
955,-20078.760155409575
956,-24959.730156242847
957,-23393.790156006813
958,-24859.100156217813
959,-23573.34015598893
960,-24899.370156228542
961,-22752.17015594244
962,-24829.010156214237
963,-23241.540155917406
964,-23222.17015594244
965,-24859.100156217813
966,-22268.660155802965
967,-24889.280156224966
968,-24949.64015623927
969,-24949.64015623927
970,-24919.46015623212
971,-24276.670156121254
972,-24889.280156224966
973,-24266.670156121254
974,-24177.21015614271
975,-24959.730156242847
976,-24919.46015623212
977,-23192.710155963898
978,-22699.650155842304
979,-24537.390156149864
980,-24919.46015623212
981,-24085.77015608549
982,-24889.280156224966
983,-24959.730156242847
984,-19600.11015546322
985,-24959.730156242847
986,-24889.280156224966
987,-24919.46015623212
988,-24919.46015623212
989,-24155.860156089067
990,-24869.19015622139
991,-24919.46015623212
992,-23805.410156071186
993,-22381.270155906677
994,-24889.280156224966
995,-24055.59015607834
996,-24919.46015623212
997,-23824.960156053305
998,-24869.19015622139
999,-24889.280156224966
1000,-24949.64015623927
1001,-23162.62015596032
1002,-24949.64015623927
1003,-24949.64015623927
1004,-24919.46015623212
1005,-24869.19015622139
1006,-24317.300156146288
1007,-24859.100156217813
1008,-24166.76015612483
1009,-24919.46015623212
1010,-24889.280156224966
1011,-24959.730156242847
1012,-24919.46015623212
1013,-24859.100156217813
1014,-20925.15015566349
1015,-24919.46015623212
1016,-24899.370156228542
1017,-24859.100156217813
1018,-24879.280156224966
1019,-24949.64015623927
1020,-24889.280156224966
1021,-24426.940156131983
1022,-24919.46015623212
1023,-24949.64015623927
1024,-23845.32015606761
1025,-24919.46015623212
1026,-20655.960155695677
1027,-24859.100156217813
1028,-24788.74015620351
1029,-21946.41015571356
1030,-24919.46015623212
1031,-22722.350155949593
1032,-24919.46015623212
1033,-24277.03015613556
1034,-24919.46015623212
1035,-24758.560156196356
1036,-24919.46015623212
1037,-23323.430155992508
1038,-24426.76015612483
1039,-23081.72015592456
1040,-23775.229999810457
1041,-21897.940155774355
1042,-24949.64015623927
1043,-19116.330155313015
1044,-23643.88015601039
1045,-24889.280156224966
1046,-24919.46015623212
1047,-24929.550156235695
1048,-19427.86015537381
1049,-24869.19015622139
1050,-24899.370156228542
1051,-24818.92015621066
1052,-24718.47015619278
1053,-24919.46015623212
1054,-23070.370155870914
1055,-23823.970156013966
1056,-24889.280156224966
1057,-21475.690155684948
1058,-24828.92015621066
1059,-24396.850156128407
1060,-24136.580156117678
1061,-24949.64015623927
1062,-24919.46015623212
1063,-24778.830156207085
1064,-24216.400156110525
1065,-24899.370156228542
1066,-24437.48015615344
1067,-24829.100156217813
1068,-24919.46015623212
1069,-23975.230156064034
1070,-20490.740155488253
1071,-24949.64015623927
1072,-24889.280156224966
1073,-24949.64015623927
1074,-24889.280156224966
1075,-24106.31015610695
1076,-22560.280155867338
1077,-24919.46015623212
1078,-24919.46015623212
1079,-24336.400156110525
1080,-22720.280155867338
1081,-24738.47015619278
1082,-23353.34015598893
1083,-24949.64015623927
1084,-24869.19015622139
1085,-24919.46015623212
1086,-24919.46015623212
1087,-22599.650155842304
1088,-21947.490155756474
1089,-24818.92015621066
1090,-24738.560156196356
1091,-24698.47015619278
1092,-23141.1801559031
1093,-23954.87015604973
1094,-24869.19015622139
1095,-23343.520155996084
1096,-24919.46015623212
1097,-24115.410156071186
1098,-22308.75015580654
1099,-23452.62015596032
1100,-24587.75015616417
1101,-24537.570156157017
1102,-24547.48015615344
1103,-24597.840156167746
1104,-24949.64015623927
1105,-24869.19015622139
1106,-20328.670155406
1107,-23724.960156053305
1108,-24889.280156224966
1109,-24919.46015623212
1110,-24889.280156224966
1111,-24949.64015623927
1112,-23864.510156035423
1113,-24959.730156242847
1114,-24889.280156224966
1115,-21546.500155717134
1116,-22820.46015587449
1117,-24919.46015623212
1118,-20761.100155502558
1119,-24648.020156174898
1120,-24547.840156167746
1121,-24859.100156217813
1122,-24919.46015623212
1123,-24889.280156224966
1124,-24919.46015623212
1125,-24949.64015623927
1126,-24919.46015623212
1127,-24296.31015610695
1128,-21658.03015577793
1129,-24798.830156207085
1130,-24889.280156224966
1131,-24889.280156224966
1132,-24889.280156224966
1133,-24828.92015621066
1134,-22449.200155824423
1135,-24919.46015623212
1136,-24919.46015623212
1137,-24949.64015623927
1138,-23915.410156071186
1139,-22819.380155831575
1140,-22399.920155853033
1141,-24427.21015614271
1142,-24879.280156224966
1143,-24036.400156110525
1144,-24718.380156189203
1145,-21726.14015570283
1146,-24497.300156146288
1147,-24828.92015621066
1148,-24809.100156217813
1149,-23462.889999717474
1150,-24306.31015610695
1151,-24889.280156224966
1152,-20830.83015549183
1153,-24919.46015623212
1154,-24889.280156224966
1155,-24919.46015623212
1156,-23673.61015599966
1157,-24919.46015623212
1158,-24899.370156228542
1159,-24919.46015623212
1160,-24346.670156121254
1161,-24919.46015623212
1162,-19475.52015528083
1163,-24698.290156185627
1164,-24356.76015612483
1165,-24417.03015613556
1166,-24889.280156224966
1167,-24859.100156217813
1168,-24155.680156081915
1169,-24949.64015623927
1170,-24356.670156121254
1171,-24949.64015623927
1172,-24919.46015623212
1173,-24949.64015623927
1174,-24919.46015623212
1175,-24919.46015623212
1176,-24637.930156171322
1177,-23563.970156013966
1178,-24919.46015623212
1179,-20885.060155659914
1180,-23703.700156003237
1181,-24929.550156235695
1182,-23413.16015598178
1183,-24879.280156224966
1184,-24387.300156146288
1185,-24617.930156171322
1186,-24919.46015623212
1187,-24457.660156160593
1188,-24808.830156207085
1189,-24075.140156060457
1190,-23011.1801559031
1191,-24387.03015613556
1192,-24889.280156224966
1193,-24919.46015623212
1194,-24959.730156242847
1195,-24266.580156117678
1196,-24919.46015623212
1197,-24949.64015623927
1198,-24698.380156189203
1199,-20954.70015564561
1200,-24919.46015623212
1201,-24879.280156224966
1202,-23232.800155967474
1203,-24949.64015623927
1204,-24869.19015622139
1205,-24859.100156217813
1206,-24889.280156224966
1207,-24286.76015612483
1208,-23924.780156046152
1209,-24618.380156189203
1210,-23723.790156006813
1211,-24919.46015623212
1212,-23381.72015592456
1213,-24899.370156228542
1214,-24949.64015623927
1215,-24949.64015623927
1216,-24949.64015623927
1217,-23793.970156013966
1218,-24266.670156121254
1219,-24949.64015623927
1220,-24808.830156207085
1221,-23955.500156074762
1222,-24889.280156224966
1223,-24015.05015605688
1224,-24919.46015623212
1225,-23964.87015604973
1226,-23351.990155935287
1227,-23552.980155974627
1228,-24919.46015623212
1229,-24889.280156224966
1230,-24959.730156242847
1231,-23010.100155860186
1232,-24949.64015623927
1233,-24849.100156217813
1234,-24919.46015623212
1235,-24859.100156217813
1236,-24919.46015623212
1237,-24377.21015614271
1238,-24889.280156224966
1239,-24919.46015623212
1240,-23032.44015595317
1241,-24859.100156217813
1242,-24959.730156242847
1243,-24949.64015623927
1244,-24055.59015607834
1245,-24919.46015623212
1246,-24949.64015623927
1247,-24607.930156171322
1248,-24457.120156139135
1249,-24889.280156224966
